,A14,A15,A6,A6-2,KS22,KS24,KS25,KS26,E1,E2,E3,E5,F6,F7,F9,F10,M5,M7,M8,M9,BS10,BS8,BSs6,BSs7,N1,N2,N3,N4,CE19,CE20,CE21,CE18,EAN10,EAN11,EAN12,EAN9,KC27,KC28,KC29,KC30,KN4,KN5,KN6,KN2,NA10,NA5,NA6,O5,O6,O7,O8,PA2,PA3,PA4,PA5,CD4,CD5,CD16,CD17,CB1,CB2,CB4,CB5,CG1,CG2,CG4,CG5,FA1,FA2,FA4,FA5,UAGB11,UAGM13,UAGW14,UAGW15,UAHB16,UAHB17,UAHB18,UAHB20,UHL13,UHL14,UH15,UH16,UT19,UT21,UTL22,UTL23,UF11,UF13,UF14,UF15,UQ25,UQ22,UQ23,UQ24,UR1,UR3,UR4,UR28,US16,US17,US20,US29
cg07466693,0.160965405,0.839370664,0.546759989,0.656081451,0.426162925,0.038562308,0.51778812,0.477923531,0.58412047,0.562339612,0.058603357,0.119081058,0.6536141089999999,0.109327455,0.043585331,0.69184969,0.686234268,0.750874459,0.537594633,0.582376187,0.349534255,0.158914988,0.097479189,0.905276406,0.503600157,0.4977187,0.064971924,0.501932888,0.292790769,0.6083834579999999,0.041056305,0.590917889,0.575185003,0.9001188809999999,0.520426689,0.63686067,0.326182762,0.551740393,0.109612226,0.03388342,0.577295615,0.495026473,0.190644591,0.950059349,0.61443142,0.649147065,0.628819867,0.534105299,0.058291399,0.025598505,0.484011632,0.886545373,0.528033439,0.5386724820000001,0.50399515,0.238469172,0.593094047,0.108176151,0.288681951,0.945251381,0.56306334,0.800120973,0.536169275,0.556485883,0.951459266,0.94363202,0.64608836,0.933820086,0.8155855320000001,0.581436791,0.12859583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07484568,0.104203327,0.370204352,0.102364945,0.16736108800000002,0.076596913,0.786429722,0.42928496,0.31569921300000003,0.371206525,0.080505623,0.8414287309999999,0.813417115,0.477076631,0.115973024,0.887919687,0.583404051,0.049883313,0.745211995,0.6110510379999999,0.8825123090000001,0.474657394,0.4468785770000001,0.418421916,0.08196777400000001,0.591098529,0.364567803,0.447610618,0.8101008670000001,0.515815267,0.473462916,0.100237947,0.872848355,0.454266541,0.791863695,0.823089325,0.50430597,0.433221956,0.526455429,0.440244018,0.459838247,0.0686236,0.392027605,0.853393835,0.526510368,0.916614926,0.05864595,0.780114595,0.181122611,0.5172007000000001,0.63916463,0.732346884,0.789925103,0.8117957370000001,0.457052199,0.843521291,0.066363313,0.314191049,0.055277938,0.498386935,0.622442235,0.565144895,0.483136637,0.5691495320000001,0.469617451,0.846306436,0.84066701,0.460241886,0.8666192159999999,0.371642683,0.494703687,0.092750324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07499317,0.056052619000000005,0.5748131870000001,0.064024823,0.594753828,0.460045063,0.52424901,0.086577708,0.5201557720000001,0.584198621,0.598100422,0.936793183,0.945425976,0.903397897,0.149417346,0.944178265,0.912515043,0.469048905,0.881658728,0.189523389,0.578772698,0.530722124,0.56071245,0.575126673,0.924019152,0.953172992,0.17247655399999998,0.044322647,0.513858418,0.578221279,0.510795876,0.926178063,0.5299902989999999,0.555703707,0.581189805,0.114241248,0.556938102,0.939830137,0.5658587970000001,0.57692999,0.485489714,0.536501031,0.950448161,0.557769258,0.931437714,0.930181417,0.556634076,0.88545284,0.057848215,0.5220728370000001,0.555285108,0.452283428,0.516963901,0.112158586,0.515210875,0.089480832,0.492757776,0.944312699,0.518959399,0.043716087,0.479973451,0.921615975,0.93422428,0.946799353,0.524298546,0.51287036,0.959019068,0.537165172,0.9298571,0.927082081,0.394521051,0.08791195199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07518380,0.894355221,0.038270872,0.076067827,0.5834972820000001,0.069431621,0.084126193,0.604376874,0.032475269,0.901287524,0.92298325,0.056163797,0.058149976,0.928569221,0.449612978,0.119195409,0.56047339,0.32715716100000003,0.064442919,0.63567658,0.04178614,0.493039767,0.485131831,0.529221423,0.8987802009999999,0.332819598,0.5841126529999999,0.923404542,0.035745763,0.108138892,0.489073417,0.045195349,0.409816284,0.116804691,0.6849652509999999,0.055391781,0.065609593,0.885525151,0.028665311,0.036597455,0.052766166,0.525418841,0.908530645,0.07388937799999999,0.577970989,0.096408418,0.88701363,0.050646672,0.4817843020000001,0.587158953,0.906846153,0.507010916,0.894097758,0.5603026879999999,0.5969542879999999,0.77355526,0.055723421,0.042547325,0.542056134,0.935785699,0.918435084,0.602545972,0.692888693,0.796734591,0.041555344,0.587039882,0.880817477,0.523707582,0.867967466,0.668105623,0.041194188,0.590799718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07529461,0.5644398829999999,0.487429575,0.034935532000000005,0.431551852,0.480739441,0.034361232,0.08255354200000001,0.45997799,0.940645997,0.907568557,0.570186124,0.041879739,0.039834474,0.4376677920000001,0.082350029,0.059194827,0.498794666,0.509724714,0.44168363,0.918551447,0.451881949,0.518060758,0.809365401,0.428905243,0.038992711,0.903018065,0.933610688,0.466845487,0.937831299,0.789663563,0.915516932,0.926847229,0.922299815,0.489033509,0.16850409100000002,0.883423101,0.34751121100000004,0.429040786,0.392780493,0.033629682,0.903261894,0.036990243,0.444969023,0.872946167,0.7914995490000001,0.857574077,0.045580118,0.368368593,0.8748295890000001,0.538341064,0.7753848740000001,0.468595888,0.926081102,0.920487235,0.480836885,0.049070605,0.8214456920000001,0.033579067000000004,0.499659944,0.907537127,0.462213049,0.489921508,0.921569256,0.914874502,0.611463828,0.4879905570000001,0.92744234,0.904232387,0.424877439,0.934773263,0.919942924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07537821,0.8858678190000001,0.917927185,0.076486203,0.476121923,0.931657409,0.924671202,0.945078168,0.537955107,0.934509404,0.606629965,0.214778482,0.571619698,0.112290718,0.416013642,0.206826572,0.644177886,0.8859340859999999,0.7618262990000001,0.520462046,0.07403983900000001,0.035537252000000005,0.245474972,0.921485491,0.927859817,0.137824793,0.091754515,0.123054355,0.698292681,0.042328273,0.5300192570000001,0.032292835,0.550388079,0.6072040160000001,0.035501485,0.412774758,0.034540277,0.918517812,0.531460672,0.570880569,0.329041047,0.482047649,0.727204139,0.922334073,0.514983811,0.530536504,0.667369223,0.037850597,0.509158389,0.933355085,0.050529358,0.948632338,0.684500873,0.414058551,0.456325344,0.910960921,0.589119536,0.052544424000000006,0.041471209,0.553023184,0.915930168,0.61671275,0.08945899800000001,0.6198181110000001,0.925328346,0.88424896,0.933752372,0.040981068,0.629951844,0.475355155,0.94922661,0.8410072959999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07542184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153705817,0.63289316,0.5693019810000001,0.886045005,0.419881385,0.871726917,0.294404398,0.611136944,0.874237988,0.891727345,0.572063807,0.8871277670000001,0.590235035,0.525219255,0.867316702,0.844492543,0.6198136160000001,0.067949131,0.07866972,0.466707608,0.111208078,0.705200328,0.05423333599999999,0.249628121,0.4443120270000001,0.057021095,0.523548108,0.500819276,0.8824373329999999,0.760631898,0.537796732,0.347268796
cg07546579,0.172845188,0.507908617,0.06756227,0.574109847,0.492106552,0.058530633,0.831189823,0.330173385,0.044945149,0.498106373,0.561313487,0.554217776,0.53675762,0.939607843,0.7651747740000001,0.8553561270000001,0.592332025,0.113891216,0.944523701,0.7994854090000001,0.14041920800000002,0.557984365,0.513775882,0.472578465,0.117742426,0.499713928,0.468576499,0.934805099,0.463869195,0.882278536,0.499418406,0.520826504,0.128822233,0.509603493,0.548581161,0.534786196,0.079204914,0.516847568,0.427715862,0.513040093,0.922394702,0.558361647,0.496084147,0.929027298,0.052913657,0.649814349,0.053408512000000005,0.577589695,0.525085172,0.924140568,0.908779412,0.874888027,0.434351586,0.89004344,0.08872475099999999,0.940612005,0.625183626,0.505836968,0.046171678,0.514544067,0.48113667,0.667590255,0.536168212,0.09520552,0.1982185,0.073636968,0.241353888,0.044159411,0.092290893,0.93753951,0.54175443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07554745,0.492514791,0.517273823,0.526860346,0.856271931,0.889110554,0.039082501,0.697176626,0.931067667,0.919236563,0.901386277,0.08605103199999999,0.8854910220000001,0.029477765,0.935675148,0.560042328,0.516484725,0.8668649429999999,0.889905666,0.937122598,0.554565643,0.027447227,0.05720586900000001,0.081813963,0.048486659,0.322231937,0.52461493,0.485721653,0.038540302,0.466926786,0.4729016170000001,0.915829697,0.522911354,0.8074127409999999,0.042836697,0.036856769,0.450387404,0.023763864,0.885985743,0.028207303,0.032793129,0.891582731,0.743643767,0.50036643,0.446950047,0.35795702700000004,0.524344412,0.030565914,0.410361562,0.921276855,0.528083958,0.925875303,0.91062454,0.901280494,0.8809858420000001,0.4548463,0.038094253,0.051046398,0.044141868,0.023257643,0.919019203,0.649636244,0.6278804170000001,0.911324982,0.914591066,0.536308832,0.922669571,0.5571887520000001,0.900647138,0.902813648,0.478394418,0.48008231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07563363,0.8957180840000001,0.66787225,0.096628521,0.142068992,0.5391223,0.04664767,0.043058779000000005,0.057039011,0.321877373,0.907047324,0.923406776,0.554433918,0.771518661,0.71003023,0.68998309,0.110506568,0.752714532,0.08079313099999999,0.089363905,0.09463533,0.062938655,0.230886458,0.571157139,0.556607533,0.939169811,0.6806669409999999,0.58542871,0.26513018,0.936619735,0.588042407,0.916062606,0.446640884,0.90741447,0.570099669,0.530007488,0.602224317,0.0418046,0.040282468,0.05798609,0.049186514,0.051052319000000006,0.946078795,0.575814395,0.051833843,0.690156082,0.7548887879999999,0.49768208,0.042424814000000005,0.0460911,0.634714354,0.605454181,0.049221863,0.074097253,0.909396683,0.042620356,0.081872015,0.052991705,0.555623285,0.050624045,0.6876207259999999,0.7162392190000001,0.683021222,0.667631419,0.565522796,0.06834893,0.6433126779999999,0.04230161,0.912131758,0.6500776739999999,0.541776953,0.6144806279999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07564543,0.430609936,0.034000675,0.395630396,0.463023268,0.8616001320000001,0.123057739,0.443420379,0.459900094,0.852578683,0.042096364,0.8428906840000001,0.822133372,0.7219030679999999,0.52136786,0.135966549,0.056744768,0.479720066,0.374247664,0.916093563,0.44997071,0.902023707,0.478608542,0.8792874629999999,0.404339771,0.481073694,0.94679339,0.441098557,0.055373724000000006,0.944956223,0.931146279,0.435700609,0.5323521139999999,0.811354107,0.894042915,0.421206435,0.478830739,0.099807461,0.452423789,0.921362376,0.446533111,0.331174536,0.5177962220000001,0.909252073,0.866238996,0.6023597279999999,0.4801571570000001,0.958571117,0.8899395390000001,0.044774816,0.04480814,0.048803928,0.081161918,0.5343888720000001,0.5092555870000001,0.857469444,0.521344342,0.938467247,0.493990703,0.441770384,0.440841626,0.4737317170000001,0.144523896,0.411376169,0.036970719,0.885111915,0.45562382,0.460673563,0.5131286420000001,0.452258723,0.491134026,0.438632867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07564806,0.569540016,0.8982635720000001,0.481113509,0.185041731,0.492904522,0.074651605,0.14666368,0.496427532,0.935363464,0.4598123670000001,0.936299878,0.503842527,0.086937979,0.095253069,0.611708832,0.918661877,0.811564374,0.918036914,0.586415234,0.39867079,0.491629633,0.567471094,0.494853768,0.040268744,0.368385022,0.048772802,0.946122258,0.674479828,0.6263153539999999,0.085156655,0.496586758,0.722038805,0.409289707,0.880194183,0.473712523,0.529318041,0.07851978400000001,0.479791831,0.093886994,0.038733124,0.936144745,0.542029409,0.494234486,0.875530637,0.14680654699999998,0.302460727,0.7356602459999999,0.443009185,0.7432071109999999,0.031652244,0.515242158,0.450418748,0.8349859940000001,0.052468498,0.51228505,0.620742435,0.591577253,0.463986603,0.398828947,0.360838403,0.416730679,0.5945642,0.320094916,0.04034457,0.702068239,0.721812366,0.568940483,0.621113775,0.511628785,0.567277626,0.248446669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07567326,0.036441247,0.588195693,0.923936091,0.145716716,0.679694405,0.5092455339999999,0.506796247,0.160342495,0.914443295,0.61041366,0.597614929,0.495621289,0.51889222,0.903127168,0.5249333589999999,0.448086946,0.17989029199999998,0.5563294129999999,0.075374265,0.8769717359999999,0.539009022,0.480158179,0.047773563,0.427110439,0.086161671,0.046541212,0.124577904,0.605087747,0.922925815,0.076582847,0.525107667,0.350076529,0.199073408,0.558263266,0.456972301,0.261943342,0.312545326,0.05707435900000001,0.886677883,0.546218656,0.502791168,0.328274909,0.8952285209999999,0.59713095,0.498120059,0.223248498,0.905643317,0.093719518,0.594536933,0.336358678,0.808598347,0.913500531,0.739915852,0.896571255,0.536407364,0.519687726,0.042981704,0.914247058,0.044400238,0.642620694,0.425482039,0.912970384,0.59085212,0.036560973,0.049021925,0.570020992,0.58278979,0.422079198,0.065324399,0.7541297690000001,0.131153393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07581462,0.742902143,0.696189332,0.855421599,0.580878215,0.483547143,0.492019898,0.05317025,0.444197419,0.58982129,0.544209775,0.6826008920000001,0.514611445,0.93074524,0.552997058,0.768483439,0.912076177,0.905021262,0.093022101,0.903999618,0.587157226,0.904670529,0.096237832,0.551956082,0.904055636,0.048045884,0.058461195,0.896853488,0.580758697,0.502766621,0.796907555,0.891455082,0.918243404,0.501527094,0.538120752,0.076928516,0.86786463,0.476629675,0.03773818,0.120111121,0.497008793,0.543447781,0.502336867,0.061333168,0.07586462299999999,0.747910958,0.086894264,0.931670147,0.592585288,0.5438686110000001,0.596694026,0.054630016,0.056349638,0.889869896,0.603969887,0.885557947,0.8778556540000001,0.8357092740000001,0.908250149,0.900391409,0.8778300529999999,0.912971666,0.072712946,0.591478132,0.06012602,0.467560879,0.066912205,0.5234497779999999,0.5592172639999999,0.5113218979999999,0.899141066,0.641902889,0.501964889,0.33624137200000004,0.50569474,0.04160919,0.8996541159999999,0.6601512970000001,0.615840349,0.751018802,0.445891117,0.399608559,0.091748299,0.326824177,0.06055770200000001,0.8356073909999999,0.7227699209999999,0.86053139,0.11211132800000001,0.49122357299999997,0.467656985,0.449146783,0.45790364899999997,0.568392971,0.36791894299999994,0.111698656,0.38405396799999997,0.48793168600000003,0.8710415570000001,0.112418201,0.604190615,0.754547821,0.10945493099999999,0.6967194870000001
cg07617207,0.092952869,0.6945243520000001,0.885907496,0.730449165,0.573709268,0.068023899,0.189389777,0.565269047,0.047835612,0.572540876,0.932029814,0.045906194,0.949723603,0.560433246,0.88428822,0.923299075,0.196984659,0.6682181979999999,0.542747444,0.679357175,0.476980835,0.567909927,0.935154742,0.907668059,0.925344314,0.07537949,0.481698692,0.036128769,0.549697766,0.301073138,0.8893889420000001,0.934288069,0.563890207,0.926523946,0.926513816,0.816565222,0.559875379,0.556039462,0.086371686,0.525676864,0.562704992,0.07754277799999999,0.553399262,0.606696958,0.068103761,0.59462393,0.944780467,0.538939886,0.523370859,0.153765866,0.521414909,0.379653312,0.904513325,0.827510979,0.524696782,0.795633264,0.879110068,0.6093968120000001,0.045395786,0.928333507,0.442897931,0.92765464,0.53273742,0.553607394,0.03626999,0.560386466,0.453565159,0.531168382,0.567737291,0.530236742,0.560820689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07618758,0.909912271,0.520397992,0.11694929,0.888498085,0.469833416,0.035461099,0.048705252,0.212602441,0.49853123,0.063662396,0.527841661,0.825643785,0.463770306,0.493352331,0.461075593,0.790785156,0.476042655,0.478126857,0.033305784,0.498563246,0.4711634320000001,0.067048247,0.84530139,0.837256861,0.434546759,0.888085095,0.08948346,0.31896865,0.848300038,0.530495237,0.039053914,0.504053351,0.458514354,0.8725446379999999,0.036380613,0.036360007,0.038915538,0.49285281,0.416690314,0.74003497,0.042829891,0.844941295,0.042442276,0.042423952,0.508015427,0.5506076129999999,0.411487286,0.900381256,0.520221776,0.85597706,0.522564429,0.8310535290000001,0.45375786,0.052198257000000005,0.449223047,0.8395541009999999,0.550244243,0.8512680490000001,0.039735751,0.534964166,0.840646665,0.496073312,0.519581702,0.032929956,0.850497548,0.492561341,0.512754912,0.042747454,0.8817822470000001,0.5056348079999999,0.088215671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07628829,0.33676108,0.895015542,0.131081595,0.111500634,0.038807995,0.55409139,0.038344378,0.481024256,0.913340365,0.914972037,0.903581533,0.047971268,0.040730281,0.077949878,0.902659104,0.591279105,0.502415514,0.502895829,0.064290328,0.4670922970000001,0.521029764,0.460701706,0.060698838,0.031072371,0.903061346,0.591456315,0.628211771,0.508563392,0.911663783,0.909969403,0.536013706,0.910072515,0.907642643,0.050442979000000006,0.890534699,0.044810333,0.835668537,0.516365485,0.484447722,0.7597110029999999,0.550689161,0.900712666,0.547084227,0.07260997400000001,0.097660047,0.4926109320000001,0.544479274,0.475782183,0.505662351,0.591090777,0.525089273,0.8999531,0.49118105,0.885845599,0.85121854,0.578507173,0.888812357,0.03894698,0.557018463,0.574798197,0.912175014,0.924357028,0.908853806,0.575983346,0.8984969620000001,0.489072179,0.040726559,0.905553139,0.916119134,0.564983042,0.855619503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07638462,0.6715080840000001,0.092247018,0.074801415,0.432128058,0.611920878,0.045939333,0.218191397,0.07382428,0.03594487,0.8561804159999999,0.056755719,0.049491046,0.474881503,0.791484058,0.483847585,0.400223218,0.304500419,0.592113426,0.461204929,0.43762742,0.038392321,0.465559068,0.440915479,0.8809996040000001,0.851920288,0.585435519,0.504724344,0.8925796859999999,0.805631923,0.099482658,0.04471031,0.8713242240000001,0.425663904,0.448926328,0.346795732,0.8259565590000001,0.228571831,0.057186518,0.048145865,0.46836538,0.49234991,0.8708654459999999,0.516950803,0.47739635,0.060689496,0.865078329,0.8396656509999999,0.550733425,0.057544589000000014,0.516832389,0.507488849,0.842271659,0.73587181,0.435289221,0.481563716,0.8173157409999999,0.431384988,0.542578396,0.490830945,0.484195795,0.867489063,0.137863843,0.527819206,0.8733236809999999,0.510974158,0.880575491,0.038108952,0.499912936,0.571787956,0.519208639,0.8148502329999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07648143,0.522774534,0.52860998,0.901502435,0.595570803,0.946368978,0.047465687,0.045640672,0.924296016,0.695786714,0.637154155,0.035085779,0.5839898339999999,0.138136234,0.648789626,0.060810723,0.362581909,0.196449639,0.07584715,0.06071762,0.044610254,0.033826876,0.088435426,0.914161949,0.038070684,0.044907299000000005,0.669506251,0.907706169,0.567600321,0.047678784,0.661927421,0.5519592329999999,0.03588307,0.034391094,0.5476283679999999,0.935317858,0.568687473,0.585366349,0.568100359,0.955218866,0.700205245,0.071088603,0.051168510999999986,0.059402105,0.55251811,0.716784105,0.048211378,0.099339529,0.036881899,0.528656143,0.031834885,0.951265347,0.539539468,0.938075105,0.604706485,0.6149404039999999,0.658275929,0.7660424370000001,0.592540258,0.035845721000000004,0.050235848,0.617562815,0.608191999,0.6107232220000001,0.939953856,0.038717584,0.941257523,0.038538713,0.914866927,0.371154312,0.046660731,0.493891467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07656865,0.441945594,0.594239383,0.910074603,0.943053827,0.520332059,0.5418154860000001,0.04644362,0.384046499,0.5932460820000001,0.547018031,0.917392094,0.037397134,0.44703026,0.909722936,0.584264829,0.518308384,0.867153684,0.705662041,0.047529613,0.8106490609999999,0.547533326,0.8344578109999999,0.5489409479999999,0.529660282,0.44589253,0.047188419,0.584757482,0.629292806,0.60716797,0.480627769,0.510557024,0.585916935,0.8987506270000001,0.042107526,0.128979475,0.884136302,0.530289297,0.5102360020000001,0.8389801309999999,0.899825283,0.039744969,0.538230932,0.920338038,0.500863311,0.050402876,0.067823269,0.058959885,0.040030284,0.900820777,0.90804456,0.944193412,0.539922719,0.603353932,0.913183341,0.913246335,0.05047249,0.505345731,0.4924493170000001,0.5803955789999999,0.589513567,0.55923042,0.728192266,0.937749952,0.479499429,0.525373015,0.519706057,0.537030794,0.559738584,0.037286651,0.566321161,0.5304330270000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07658206,0.049090697,0.5767443329999999,0.058702191,0.132754566,0.514379119,0.041916094,0.514987765,0.912818412,0.612037395,0.932669992,0.909488091,0.513944534,0.05527423,0.609470584,0.63711184,0.188314725,0.507742708,0.618835319,0.5351998570000001,0.096120549,0.520004196,0.055500879,0.560696269,0.028143627,0.561912161,0.935122515,0.04194748,0.040460468,0.577878738,0.479596554,0.029487561,0.538530004,0.929470723,0.540574442,0.916466792,0.910487801,0.913139417,0.536737947,0.931143465,0.554144881,0.608256823,0.940976822,0.927591286,0.090910111,0.438613461,0.747597953,0.557330224,0.940479356,0.5930722860000001,0.634009663,0.943588451,0.564396969,0.040732666,0.92339093,0.423097613,0.066552478,0.043480012,0.529829051,0.03682086,0.875539407,0.927335997,0.616294205,0.488782042,0.929298572,0.640723491,0.930849309,0.941465236,0.59323588,0.578250183,0.467955115,0.930755527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07672908,0.88070498,0.554995069,0.669302893,0.665863074,0.047404586,0.059192182,0.073404042,0.117692254,0.311759255,0.922450905,0.922100551,0.070925766,0.635292564,0.529730293,0.906657481,0.909813577,0.602954863,0.619473066,0.159369827,0.098058758,0.906045898,0.07254731,0.636029955,0.627734279,0.663082038,0.08865408400000001,0.935806817,0.598706262,0.931040192,0.929059884,0.910099059,0.930551033,0.068482296,0.927101448,0.701472022,0.063796388,0.663614926,0.045930684000000006,0.591128622,0.042314991,0.939560417,0.934347802,0.935179794,0.064836621,0.8520114320000001,0.5950726820000001,0.906561005,0.718947688,0.052360578,0.584096071,0.062470324,0.043850799,0.668045396,0.157739725,0.065122913,0.8511972179999999,0.74357629,0.914407576,0.5723393529999999,0.7033107279999999,0.926867854,0.748312777,0.187960131,0.06696946200000001,0.508415741,0.58368508,0.610832229,0.578966853,0.655047328,0.92922322,0.547655025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07685025,0.064052765,0.019696138,0.790029711,0.438659469,0.661759282,0.06478861400000001,0.047675899,0.563580939,0.913422652,0.511980639,0.907185184,0.5025006710000001,0.432774019,0.407126872,0.559447273,0.5603926779999999,0.534441264,0.839673296,0.052968175,0.906752695,0.411984734,0.453461551,0.797220817,0.869447435,0.023440555,0.474409691,0.937165098,0.658942794,0.034287527000000005,0.065692574,0.451702493,0.834114371,0.447443541,0.468412221,0.418346714,0.7863107890000001,0.397277029,0.034320752,0.443476336,0.026686857,0.8711396290000001,0.038570974,0.497059557,0.807645443,0.907363653,0.398707186,0.017237416000000002,0.8677596909999999,0.494384634,0.46095222,0.5270176999999999,0.446106157,0.4062385,0.7545285209999999,0.83604913,0.421274128,0.925353582,0.480043739,0.515783447,0.870498668,0.839426562,0.021141877000000003,0.859568965,0.455587147,0.8925566909999999,0.466812028,0.460216428,0.433163946,0.420829241,0.8604988440000001,0.40320832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07685102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49410236799999996,0.479061954,0.832454274,0.865500912,0.325456335,0.048094614,0.330961147,0.487091505,0.54253199,0.44973945299999996,0.49003688100000004,0.86955861,0.540699341,0.617589595,0.7904813190000001,0.284305092,0.489321615,0.8582702870000001,0.924647165,0.37222014600000003,0.511314779,0.865461378,0.133423967,0.11871017199999999,0.602581876,0.261565321,0.041540515,0.50523087,0.042068985999999996,0.039707492000000004,0.522243861,0.77143837
cg07687172,0.933778684,0.509500899,0.621335259,0.792209975,0.507727128,0.428131362,0.8568962940000001,0.036660917,0.948719885,0.5262414120000001,0.418349715,0.498269431,0.577805576,0.417855808,0.475812946,0.4282536220000001,0.475533143,0.439374309,0.8738803820000001,0.05542411,0.018929709,0.094695028,0.800814347,0.418073867,0.494173677,0.892761664,0.515749176,0.8947404840000001,0.051361336,0.490967652,0.472457382,0.7994833840000001,0.41077206,0.494697989,0.448444656,0.8807501240000001,0.032691504,0.47305829,0.451433407,0.464244185,0.435808816,0.477017424,0.418750921,0.055749162000000005,0.470589288,0.022885693,0.955333357,0.450778004,0.939373925,0.41301539,0.452763677,0.43037993,0.84543735,0.861235023,0.4723087520000001,0.912986466,0.410061202,0.4919512170000001,0.946918389,0.45715451,0.47834215,0.8773910340000001,0.01996361,0.923884412,0.458642712,0.920081864,0.918662519,0.939778279,0.5045037179999999,0.929171895,0.466785855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07705913,0.584374475,0.55481819,0.772423738,0.849591781,0.624204489,0.438956206,0.162660413,0.026104397,0.944848011,0.522431591,0.028961682,0.202594428,0.046962523,0.04469604,0.307620194,0.7084876379999999,0.8348138270000001,0.060637398,0.485812,0.884232936,0.69364238,0.046163942,0.476724099,0.463432565,0.899701049,0.528975684,0.941869088,0.567856103,0.925003286,0.938466055,0.938101181,0.850675773,0.88383712,0.480076589,0.470820003,0.520591508,0.466166103,0.755278791,0.098382788,0.524438278,0.919505094,0.8396327259999999,0.497761537,0.5086486929999999,0.936377878,0.7141321009999999,0.019774432,0.528607013,0.467599566,0.925091699,0.265541882,0.901934719,0.412339211,0.896918872,0.8784481009999999,0.5464145020000001,0.452373488,0.024733352000000004,0.024954608,0.638547717,0.940264376,0.670023751,0.451277171,0.511599821,0.030808631,0.031670659,0.26214617,0.084612424,0.583400091,0.92609383,0.827438248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07712541,0.405516506,0.458160858,0.819700648,0.250762041,0.017438999,0.453271443,0.028467492,0.017321263,0.234955449,0.043222053,0.440623601,0.910226897,0.422181047,0.8722157559999999,0.399709287,0.505358847,0.016650526000000002,0.063881536,0.428624037,0.489971502,0.425694753,0.214136574,0.491675788,0.916919186,0.877683907,0.53566205,0.7352308359999999,0.921624298,0.7885086659999999,0.031063765,0.872224117,0.94127216,0.512281514,0.446143968,0.523335177,0.441475695,0.291104145,0.100254789,0.019789298,0.029571453,0.889237864,0.424957493,0.422710023,0.08319217799999999,0.956200761,0.508061648,0.582438605,0.897307156,0.835129217,0.43069221,0.444696897,0.023516214,0.022788678,0.052497145,0.768345313,0.014847522,0.458638886,0.434162116,0.025489653,0.013563603,0.023463764,0.198160489,0.419916472,0.021273298,0.019196313,0.5090317529999999,0.466637576,0.021887205,0.281663277,0.938685367,0.379774876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg07722783,0.919624523,0.68112754,0.056517215,0.094632682,0.040340364,0.470224393,0.489953206,0.03056652,0.92440558,0.888945077,0.060733976,0.039899697000000005,0.566748945,0.159121091,0.902196208,0.055842534000000006,0.568776105,0.12533040199999998,0.912079876,0.150604079,0.569167413,0.121370841,0.582728847,0.915966541,0.4400602,0.042440937000000005,0.945948417,0.64979894,0.039028459,0.911028954,0.107640859,0.690384184,0.50929711,0.08970586,0.533759574,0.920170916,0.7326441920000001,0.030606486,0.028617626,0.561526874,0.292176045,0.05113812,0.5344479120000001,0.120201055,0.586914032,0.6851019159999999,0.047290843,0.328533397,0.038254749,0.543459151,0.7506732509999999,0.495535124,0.411017129,0.910330344,0.906950461,0.046363199999999986,0.6770600609999999,0.457423621,0.416229522,0.43591731,0.921757399,0.908467875,0.039018628,0.559066401,0.621128166,0.530047167,0.920616547,0.520769458,0.926439937,0.930355589,0.167927943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
