,A14,A15,A6,A6-2,KS22,KS24,KS25,KS26,E1,E2,E3,E5,F6,F7,F9,F10,M5,M7,M8,M9,BS10,BS8,BSs6,BSs7,N1,N2,N3,N4,CE19,CE20,CE21,CE18,EAN10,EAN11,EAN12,EAN9,KC27,KC28,KC29,KC30,KN4,KN5,KN6,KN2,NA10,NA5,NA6,O5,O6,O7,O8,PA2,PA3,PA4,PA5,CD4,CD5,CD16,CD17,CB1,CB2,CB4,CB5,CG1,CG2,CG4,CG5,FA1,FA2,FA4,FA5
cg01759114,0.05259197,0.929307606,0.524380327,0.085068757,0.885553072,0.049252952,0.890343742,0.038147786,0.600400471,0.489653561,0.928036135,0.651150247,0.052323242,0.887503229,0.708093413,0.044222729,0.691851399,0.071007533,0.043675606,0.17186834899999998,0.478350681,0.523381185,0.5245749439999999,0.499894396,0.6239123870000001,0.050519597,0.042958105999999996,0.591897824,0.933204226,0.666034012,0.9071665590000001,0.6330940039999999,0.054129788,0.898112957,0.880556496,0.49132358299999995,0.570713638,0.909470308,0.037866452,0.478620814,0.565680516,0.565162885,0.9347870859999999,0.9193955140000001,0.61872495,0.056801823,0.923866176,0.556520707,0.041069242,0.9223739879999999,0.428283687,0.471996952,0.043275582,0.519458746,0.045697957000000004,0.588499778,0.70261971,0.040806421,0.035591709,0.677487542,0.601901046,0.03928662,0.035936373,0.042453825,0.054018501,0.046276465,0.041684238,0.061864679000000006,0.6190549479999999,0.038273031,0.909090552
cg01761909,0.7223802579999999,0.529886165,0.918345372,0.815249635,0.066029057,0.58148878,0.639957701,0.050379012,0.071904921,0.629255197,0.726214826,0.12309811699999999,0.26351740100000004,0.250995641,0.564795381,0.104241888,0.659425774,0.667826467,0.708296942,0.607176566,0.06034666599999999,0.899592988,0.917664002,0.914492897,0.089522327,0.529288923,0.9204944559999999,0.621171705,0.053637025,0.145206537,0.685127342,0.5330456920000001,0.611894003,0.934242019,0.929988197,0.916816803,0.906273368,0.595692546,0.041310447,0.484884335,0.5653494960000001,0.052695955999999995,0.556585416,0.5083101760000001,0.541686323,0.9371000820000001,0.747799463,0.054317986,0.064918284,0.928368271,0.59618752,0.054719885,0.602213984,0.062268475,0.049861700999999994,0.463839489,0.71938329,0.62138071,0.595350256,0.910336395,0.41696004200000003,0.672684568,0.614410557,0.055878810999999994,0.578464917,0.670549745,0.055920225,0.5854017739999999,0.066916877,0.65497943,0.069689455
cg01766873,0.518082416,0.06665249,0.655187893,0.8895771459999999,0.046381389,0.623579845,0.048514962,0.578186372,0.5945109000000001,0.926490279,0.907878801,0.659538417,0.641135805,0.327272587,0.8999722179999999,0.933565918,0.612530231,0.566560053,0.574516674,0.569794548,0.923226826,0.12586007800000001,0.536106225,0.604027387,0.045276387,0.660458778,0.518611085,0.669408792,0.7070719940000001,0.551283463,0.5731493670000001,0.571966353,0.5307062020000001,0.9109155870000001,0.5643604729999999,0.575236735,0.9274332940000001,0.039636378,0.040719803,0.037050023,0.524298635,0.553766095,0.543049579,0.935723105,0.508069545,0.832054485,0.670242971,0.930156813,0.40001215700000003,0.04029793,0.040258669,0.043404309,0.910864917,0.06626532,0.044949320999999993,0.565045439,0.537864284,0.5659239420000001,0.7140755529999999,0.681438228,0.04461097,0.46617977299999996,0.935612795,0.931037042,0.56986937,0.070336905,0.512575483,0.9357673209999999,0.5224382670000001,0.057701052,0.5699845610000001
cg01774343,0.476641497,0.060824138,0.88904739,0.8206847209999999,0.5106710320000001,0.5146465960000001,0.906419165,0.04473264,0.503691671,0.93290807,0.50612506,0.9408858390000001,0.43535660600000003,0.877676868,0.84443648,0.886799198,0.5727627510000001,0.9360093009999999,0.9271393859999999,0.440751026,0.891304386,0.482469109,0.5428516489999999,0.472977508,0.48753287,0.46534841,0.047625905999999996,0.067111188,0.50886659,0.42772127299999996,0.921783557,0.48685006700000005,0.5175598779999999,0.505800791,0.10814139,0.12016428300000001,0.883025262,0.463104125,0.511951345,0.907072047,0.879162063,0.504957953,0.5124048529999999,0.503680606,0.7536291009999999,0.940127547,0.026612953999999998,0.505313412,0.474880315,0.48863639700000006,0.69710956,0.480236486,0.45988636,0.904793262,0.06928235099999999,0.025290565,0.498985165,0.06534821,0.46358868799999997,0.5550028370000001,0.492805638,0.929707168,0.910167907,0.48976932700000003,0.9138932190000001,0.512337361,0.444159321,0.893837333,0.931119402,0.879813293,0.476850145
cg01811930,0.050536449000000004,0.044228342999999996,0.510660253,0.127979128,0.055667347,0.585744021,0.41695872700000003,0.713853987,0.927695087,0.599922972,0.543103711,0.8279142190000001,0.623339741,0.055222487,0.082352475,0.9259048129999999,0.77729964,0.075313013,0.9150597509999999,0.887808253,0.473833395,0.037950874,0.892134524,0.026953036,0.032264681,0.42365932,0.925617967,0.53050614,0.066560285,0.034099736,0.493665745,0.7430473940000001,0.88274135,0.872549572,0.49188796799999995,0.8833896170000001,0.495381368,0.020461397,0.025257937999999997,0.896363527,0.0292232,0.9203216320000001,0.902789602,0.566575821,0.07228839,0.044747943,0.9358790859999999,0.9314219570000001,0.49427678700000005,0.507217503,0.936210003,0.8930377209999999,0.401237815,0.040976032999999995,0.488320907,0.464353001,0.561105368,0.027798057999999997,0.027993626,0.9183344290000001,0.535012762,0.575735232,0.53933829,0.493395679,0.044547329000000004,0.044803213,0.9148781640000001,0.522604548,0.046852909000000005,0.5105002989999999,0.936020555
cg01812644,0.018693163,0.517845853,0.845742645,0.464468709,0.051439139,0.549930457,0.029860125,0.945379193,0.02738733,0.636718459,0.038835023999999996,0.536637073,0.642060249,0.9072446740000001,0.498260263,0.303361954,0.031115227000000002,0.583453979,0.587646647,0.106380899,0.943545383,0.8360382479999999,0.068854318,0.9204232720000001,0.9167741229999999,0.096834056,0.592906646,0.91920514,0.567132325,0.5724994929999999,0.037736566,0.612645863,0.539981905,0.09175367400000001,0.925439395,0.901090367,0.931426575,0.033672732000000004,0.538349056,0.504327093,0.573686423,0.545667268,0.919344266,0.916611155,0.917981725,0.5905075679999999,0.6873185390000001,0.938592883,0.031311873999999996,0.942331881,0.505992995,0.48712495899999997,0.075528811,0.91907206,0.060525775999999996,0.7121309809999999,0.612734598,0.944825219,0.580561667,0.9321708409999999,0.946040535,0.9571883729999999,0.559733763,0.928620062,0.9383070809999999,0.9310127990000001,0.90742312,0.026946925,0.564714359,0.939872155,0.943040615
cg01857597,0.454402566,0.11538419400000001,0.500791986,0.482793104,0.103881415,0.47263543399999997,0.464407633,0.11514370800000001,0.932326709,0.475468668,0.886398887,0.946153804,0.483498265,0.19742815100000002,0.950807627,0.312525098,0.9298631909999999,0.267779654,0.564432143,0.294858247,0.477101086,0.801770283,0.49220107,0.442006371,0.8615770909999999,0.54982048,0.509477521,0.025327133999999998,0.110807575,0.430567065,0.080306536,0.477166132,0.508158135,0.498345737,0.18817425100000001,0.9114050359999999,0.044739222,0.9193529,0.032651788,0.47871128399999996,0.477672592,0.922278128,0.905917634,0.930923154,0.944109655,0.9128494109999999,0.8721286070000001,0.615977896,0.043097504,0.461250279,0.046671150999999994,0.665319259,0.471596101,0.134058395,0.07569308200000001,0.9333488870000001,0.5912165779999999,0.45801165899999996,0.9058669079999999,0.894640815,0.515699176,0.040292636,0.8870513240000001,0.93210917,0.905415454,0.468060536,0.703391441,0.949692523,0.062984039,0.527815215,0.483429041
cg01870646,0.65534076,0.172432136,0.652094984,0.8839570370000001,0.540300007,0.11786248099999999,0.038688133,0.12097519400000001,0.9288460279999999,0.6996097309999999,0.087409349,0.6264262660000001,0.49889591299999997,0.393318881,0.908283517,0.152457208,0.564509585,0.570747143,0.088225587,0.149330141,0.57213822,0.23634155399999998,0.536766031,0.57000596,0.630253454,0.587487978,0.057600543,0.939401011,0.94142549,0.5757928720000001,0.9332801470000001,0.376561449,0.608734624,0.6608671279999999,0.26671361899999996,0.9243745459999999,0.57589658,0.562428225,0.051343013,0.579422515,0.934545236,0.06456656,0.9576953000000001,0.48662702399999996,0.7396758170000001,0.06511112200000001,0.48295164,0.9428849979999999,0.574950008,0.920479508,0.34513365700000004,0.941784172,0.538553044,0.08949535300000001,0.05797435099999999,0.890021285,0.912461647,0.037799826,0.618242319,0.64218512,0.639634896,0.152304255,0.9420090659999999,0.690712915,0.054232413,0.334231518,0.9283378959999999,0.870466711,0.943556576,0.816222034,0.585055965
cg01874880,0.14517784,0.70385884,0.8840050509999999,0.8284806159999999,0.494562446,0.435862089,0.059175392,0.483587008,0.9411891520000001,0.42146870399999997,0.8342634729999999,0.6743311759999999,0.5098007729999999,0.44356887,0.915266158,0.9260195090000001,0.8900401720000001,0.124613825,0.917166574,0.876880158,0.8586655320000001,0.463371473,0.427857149,0.045756954,0.861587422,0.519859508,0.498562889,0.074864841,0.117636898,0.8268422940000001,0.47434548,0.464430935,0.8114058829999999,0.47623689799999996,0.831548352,0.774174382,0.066600649,0.830456503,0.049951849000000006,0.43966221899999997,0.8708612240000001,0.445849055,0.8615928840000001,0.092007384,0.481524885,0.438737019,0.8752381690000001,0.838308616,0.8819832940000001,0.48415379,0.457273501,0.822212472,0.287223176,0.828472302,0.844543912,0.039044166,0.47489609200000005,0.43497449899999996,0.44103441600000004,0.84230234,0.869602105,0.832872685,0.094812552,0.442278551,0.103951396,0.8702488070000001,0.640978455,0.56489704,0.900435955,0.45378031799999996,0.7775857209999999
cg01887148,0.904356499,0.567571212,0.048556057,0.797532647,0.8786011309999999,0.095583475,0.9112697890000001,0.392055459,0.906265605,0.042917070999999994,0.9033674979999999,0.863539403,0.9024850179999999,0.054711422,0.584980474,0.526760483,0.5023567320000001,0.915321665,0.138491425,0.720723763,0.597171027,0.82546629,0.91207499,0.032170292,0.5119447979999999,0.566707396,0.45640588299999996,0.897030778,0.49520257100000004,0.513739945,0.493160783,0.5467768239999999,0.8459109579999999,0.484220338,0.833659976,0.506675343,0.837968272,0.033431345,0.037967702,0.49151510200000004,0.501178275,0.88704096,0.8673151729999999,0.862654142,0.12720942,0.861384257,0.047791050999999994,0.840733332,0.88942126,0.458735315,0.551326064,0.564644703,0.5512565660000001,0.840723853,0.8640900840000001,0.838918981,0.049455695,0.507744899,0.5658946029999999,0.355047858,0.900869496,0.039516501,0.8716251629999999,0.914927055,0.059634920999999994,0.518425506,0.8915439079999999,0.620902275,0.835844758,0.922787107,0.599356326
cg01897074,0.07621292,0.705845098,0.703985946,0.633233226,0.829010417,0.067238475,0.39408424,0.10007183300000001,0.8465535820000001,0.523414675,0.9211919140000001,0.09277832300000001,0.319541234,0.58320345,0.494353765,0.167276114,0.151049935,0.8625764859999999,0.54313927,0.210886732,0.649392321,0.43738695,0.492669996,0.057505297999999996,0.347413421,0.703888029,0.595879857,0.530720111,0.5447062770000001,0.216373218,0.143044536,0.833043075,0.519400756,0.848162885,0.564826353,0.8558325999999999,0.793575521,0.480501546,0.063521689,0.5048768,0.577732276,0.5685088110000001,0.06658061700000001,0.053846327,0.8658199000000001,0.6471545479999999,0.808072163,0.36097009399999996,0.6075637229999999,0.055847825999999996,0.8251531009999999,0.697081187,0.077376451,0.823384152,0.294695265,0.7331197279999999,0.6818171279999999,0.650144532,0.351676096,0.52582182,0.790056676,0.530167085,0.452077811,0.725565792,0.809419584,0.384692728,0.863074585,0.693885585,0.636272342,0.55743689,0.884411202
cg01898056,0.498405659,0.511121291,0.055030552,0.175918044,0.45667919799999995,0.30435264,0.937606843,0.899839084,0.938123576,0.478147211,0.952519278,0.061202519000000004,0.462313098,0.773316228,0.8958746479999999,0.268734382,0.6507411879999999,0.929448217,0.585336938,0.549750735,0.028782943,0.11834491300000001,0.49105267399999997,0.40895120100000004,0.493637902,0.867082276,0.180753752,0.489911417,0.560460085,0.548245356,0.9182936620000001,0.950661148,0.900274589,0.48710333200000006,0.15688712,0.8688000990000001,0.876796213,0.8837636440000001,0.8826496429999999,0.45866455899999997,0.474063987,0.48379975700000005,0.10261667,0.542972029,0.415122059,0.502683798,0.952143732,0.8843714290000001,0.037720343999999996,0.936634735,0.77128368,0.5242545439999999,0.523411231,0.113085506,0.489832189,0.515154894,0.5480473260000001,0.89017559,0.21545944600000003,0.895158404,0.9465945020000001,0.5933666870000001,0.524765653,0.528080679,0.81169139,0.94495372,0.9211741859999999,0.922831101,0.471990845,0.511936162,0.901279266
cg01907347,0.098221306,0.469124694,0.562490755,0.798512324,0.918444459,0.46444582,0.04611592900000001,0.451732549,0.564988185,0.022152102000000003,0.903334228,0.078445075,0.01712348,0.620397258,0.164916981,0.64734052,0.858763278,0.07628243700000001,0.042723066,0.840036349,0.444679986,0.15842315199999998,0.505003089,0.046618967000000004,0.110056246,0.46455458,0.541094305,0.8969154509999999,0.9145807109999999,0.76260452,0.075291695,0.9144994259999999,0.922891017,0.6820643820000001,0.842930745,0.895036148,0.042353115999999996,0.45945131200000006,0.461536315,0.775122937,0.256066681,0.096052858,0.915839637,0.8940504029999999,0.19073017,0.9247443670000001,0.302533227,0.744209215,0.023982395,0.9148872379999999,0.39987957799999996,0.41286150899999996,0.573340144,0.496302646,0.419747747,0.891211858,0.394674898,0.901683756,0.8673145990000001,0.36897810600000003,0.427178978,0.470479415,0.043525075,0.464658109,0.021539386,0.544067505,0.44928449600000003,0.515071964,0.474987861,0.456009625,0.06532472
cg01937806,0.52744608,0.917987758,0.076385195,0.68921738,0.866150816,0.558941129,0.18355766399999998,0.51730558,0.551609307,0.507773268,0.9190347170000001,0.056408836,0.88432444,0.9081496040000001,0.5430591610000001,0.11250147099999999,0.88710131,0.44055321299999994,0.580475117,0.48887452,0.9105809020000001,0.8632712990000001,0.919836282,0.9096133679999999,0.866806909,0.065089975,0.046857868,0.592471882,0.5262077070000001,0.052465295,0.522436931,0.5370208639999999,0.528971606,0.042162427999999995,0.809172342,0.47946628399999996,0.033424324,0.027005445,0.030270351,0.034540302,0.9044776379999999,0.886333356,0.880009571,0.06177933099999999,0.061366522,0.452108487,0.313732158,0.903429688,0.590445112,0.545250417,0.535043852,0.026775153,0.8836887379999999,0.034702122,0.747394592,0.043195354000000005,0.037198888,0.558622749,0.5504477320000001,0.9169610909999999,0.575439316,0.9191180109999999,0.914024906,0.490652869,0.48543500700000003,0.552635203,0.043390965999999996,0.561040744,0.056581173,0.9233891890000001,0.035680876
cg01958189,0.913477324,0.070122459,0.700683573,0.513359345,0.530493801,0.613328157,0.411653245,0.042818801,0.57053369,0.579003221,0.913075072,0.920698107,0.59641013,0.88105247,0.836522653,0.5011724470000001,0.911452832,0.902636157,0.928655659,0.044588069,0.668284708,0.080449733,0.064604904,0.91623647,0.520141811,0.584727105,0.036559622,0.650724929,0.052547921,0.49790669200000004,0.582255231,0.037132118,0.498385821,0.047427433,0.89676295,0.911451784,0.547374869,0.033571836,0.881134438,0.035468132,0.920803789,0.591221833,0.9340157640000001,0.930696737,0.5204542289999999,0.088023642,0.579522396,0.546492331,0.9327694470000001,0.9306356370000001,0.934897194,0.59596157,0.914555443,0.581477128,0.042401718,0.573973341,0.735916837,0.038851126,0.589317875,0.91987038,0.784722045,0.60636481,0.555722999,0.050576385,0.941461496,0.052405968,0.04505051400000001,0.921826415,0.48458826,0.042397909000000004,0.537444791
cg01979486,0.059373080999999994,0.574413707,0.558769657,0.40308183299999994,0.462909808,0.870222196,0.896841388,0.86426752,0.029929808999999998,0.8325033890000001,0.48961892100000004,0.06771070900000001,0.5130894420000001,0.43509114600000004,0.463079411,0.908599012,0.5641048479999999,0.500597999,0.5317731410000001,0.052826867,0.054731405,0.46449048,0.46614313399999996,0.90712534,0.067010646,0.069023127,0.479667689,0.484215781,0.467194816,0.115721151,0.473395246,0.498612121,0.095067385,0.49164377600000003,0.47223301,0.13242862,0.06499128700000001,0.530721949,0.502161505,0.503414675,0.508276162,0.112253061,0.878027259,0.9042061990000001,0.033602514,0.09343090400000001,0.036001832000000004,0.9218992559999999,0.516403096,0.061621692,0.52136728,0.874070655,0.8509459220000001,0.123161569,0.21413348199999999,0.377700342,0.451495385,0.050554122,0.49846496700000004,0.414010659,0.475333481,0.534589168,0.038279608,0.47644879100000004,0.5221411189999999,0.053284278,0.049184726,0.426340437,0.477898438,0.516169736,0.437358779
cg01998692,0.46807968899999997,0.04685609599999999,0.34349410799999996,0.634248805,0.043805292999999995,0.081234918,0.50806797,0.9227942509999999,0.541224337,0.570081181,0.517637802,0.510768989,0.641683476,0.21768111899999998,0.872288325,0.457732519,0.9239511970000001,0.063812002,0.523745396,0.857576019,0.072480308,0.044768269000000006,0.555275582,0.5282221220000001,0.36958996,0.049491015,0.478020293,0.048329493,0.621259627,0.078192017,0.654901489,0.470329049,0.82780168,0.576567113,0.442220118,0.781201845,0.032170717,0.8921670509999999,0.5071511870000001,0.588094255,0.536927727,0.42478649399999996,0.584637183,0.9432151990000001,0.72843476,0.557304162,0.913266894,0.046445163,0.87790945,0.062233536,0.747790457,0.520449912,0.603289081,0.563016999,0.8760662359999999,0.42745694799999995,0.534631258,0.895104097,0.09993885400000001,0.381479251,0.7162960490000001,0.544664269,0.570166236,0.048086723,0.074872354,0.562800284,0.9159775920000001,0.572801091,0.511287477,0.566528946,0.855217427
cg02004172,0.653277389,0.547357205,0.867938161,0.034585201,0.874608437,0.060503619,0.9037525470000001,0.946961633,0.91959877,0.537238564,0.067126546,0.926614547,0.07490587900000001,0.56660771,0.75882474,0.04427624,0.755235033,0.8343758029999999,0.528769432,0.48191576,0.050005185,0.8647761999999999,0.48395131,0.9281363970000001,0.933183504,0.060047894000000004,0.039804652999999995,0.36131794700000003,0.939773089,0.918153332,0.519720986,0.552364996,0.442752959,0.87838993,0.050033176,0.033013047999999996,0.5258425520000001,0.491283139,0.054351159,0.618088344,0.64470097,0.051828849,0.6461680360000001,0.093690085,0.066576094,0.87992471,0.45991861700000003,0.943073288,0.56149845,0.929392452,0.152376603,0.029945424,0.9261727059999999,0.033563291,0.03722335,0.449216391,0.054925285,0.05196786,0.031640047000000004,0.930338642,0.554122528,0.127392281,0.036008537,0.038064141,0.523834932,0.03784958,0.142520896,0.038756503,0.9375034440000001,0.577817088,0.5309030579999999
cg02009303,0.447745977,0.912661798,0.466299964,0.12077872199999999,0.9407067309999999,0.477921989,0.543767795,0.9280251690000001,0.527549319,0.461817335,0.921124319,0.216858402,0.543045957,0.12275046699999999,0.487744395,0.8924133470000001,0.423987102,0.911501054,0.955512525,0.622330525,0.043445652,0.118170185,0.050521118,0.94377747,0.511176503,0.5201470229999999,0.025877984,0.6859799440000001,0.928862918,0.398107118,0.036152784,0.021606361,0.08322621200000001,0.317393137,0.905514532,0.156846585,0.957369093,0.505542751,0.018902295,0.943971945,0.079566768,0.945127743,0.10014735599999999,0.493923491,0.046264344000000006,0.492485075,0.443584409,0.452585708,0.089603164,0.928970945,0.945592167,0.5635138000000001,0.9397562770000001,0.48913131,0.093536676,0.454177609,0.062052435999999996,0.021730611,0.31894726,0.944999844,0.46128755299999996,0.464635232,0.426517765,0.940464649,0.945180059,0.940892175,0.525419648,0.942388285,0.565129078,0.9535772929999999,0.548888087
cg02018326,0.035730672000000005,0.92095424,0.14335847599999998,0.587260354,0.891332844,0.130526268,0.529867367,0.112500564,0.8055378120000001,0.875274977,0.902297317,0.865607835,0.824916675,0.618166487,0.40737827200000004,0.90250543,0.045399882,0.933933659,0.45624474200000004,0.571533561,0.045642069,0.443477764,0.496255551,0.5032573810000001,0.545385032,0.616461559,0.552784948,0.890028389,0.901497491,0.538523051,0.558072146,0.5641765870000001,0.48294822600000004,0.472046508,0.808456946,0.492560802,0.048535019000000006,0.872138737,0.462917507,0.02800125,0.53353097,0.880881868,0.46357471899999997,0.576458601,0.8956285079999999,0.47771677100000004,0.035331383,0.849823276,0.523475284,0.856895746,0.883274984,0.863220242,0.874116472,0.031220872,0.855965188,0.028845847999999997,0.889318006,0.5183368970000001,0.5497402020000001,0.637956365,0.514632137,0.48369937700000004,0.909613827,0.9162515290000001,0.897510314,0.925285815,0.811785585,0.032745745,0.9423464009999999,0.889950105,0.8626715779999999
cg02018921,0.061478899000000004,0.9192637370000001,0.48916158,0.870849523,0.913687785,0.034338043,0.615391872,0.047392192,0.91383526,0.045142721,0.050595507000000005,0.662585469,0.9109217009999999,0.60295648,0.873012607,0.683063121,0.712280237,0.08709973900000001,0.054592354,0.054850181,0.577883842,0.041098382999999995,0.038607903,0.041847239,0.04282124599999999,0.937110984,0.052671217,0.649517607,0.054839112999999995,0.58818227,0.855946166,0.037954051,0.127922164,0.573636837,0.526646529,0.047604457,0.035545222,0.037141435,0.035960046,0.518193507,0.632345846,0.565754991,0.566110416,0.623697452,0.596882671,0.9027645459999999,0.571871385,0.611965687,0.04098854,0.572202759,0.315327594,0.581357584,0.92390054,0.617057155,0.553814641,0.216577031,0.914172047,0.038698131000000004,0.572110704,0.653070159,0.5192613620000001,0.063734887,0.93959808,0.046010104,0.052192312000000005,0.050529588,0.065095496,0.526333775,0.064061288,0.110802506,0.552125112
cg02028339,0.903780805,0.63458348,0.617015002,0.921272023,0.928967076,0.030611156,0.084833693,0.935413998,0.519107776,0.5500692389999999,0.10029636900000001,0.546766796,0.775327177,0.7934115420000001,0.536438655,0.132692383,0.932424244,0.518924636,0.496639535,0.510627457,0.06132086,0.494352616,0.506668256,0.9099831,0.571263813,0.5617245270000001,0.064346248,0.080735156,0.925311351,0.576959675,0.492186998,0.9171193390000001,0.51156981,0.5392048220000001,0.487300302,0.542613974,0.931729701,0.034165366,0.036022481,0.043308334000000004,0.9469625779999999,0.537275585,0.519322859,0.909376599,0.07690398799999999,0.9280378490000001,0.033749457999999996,0.5785900820000001,0.925284915,0.488059756,0.49595479,0.061500703,0.9435019920000001,0.087209161,0.070209463,0.925393054,0.496341085,0.910826479,0.490282977,0.942356388,0.539857273,0.929137931,0.939287933,0.507748206,0.538387,0.483815185,0.5169545010000001,0.477468984,0.475416434,0.932417389,0.502993806
cg02044855,0.41678186899999997,0.122006554,0.13592612,0.221335819,0.432967815,0.8231700959999999,0.817891148,0.761816865,0.757585415,0.491451366,0.830337187,0.859008765,0.038596571,0.435538473,0.226348147,0.867818874,0.5060249520000001,0.545609815,0.9385434020000001,0.02385748,0.041128693,0.762473108,0.865194461,0.513006224,0.504881631,0.514725798,0.877700131,0.88669956,0.476656704,0.44750176700000005,0.866244007,0.448352607,0.39516559100000004,0.876238044,0.883342147,0.691458661,0.841815305,0.484250874,0.474938174,0.473581159,0.08886449,0.506156964,0.886659275,0.10750365099999999,0.5834095570000001,0.5982160089999999,0.9125491609999999,0.8756108429999999,0.474147404,0.464053271,0.033459808,0.45277321,0.891434649,0.175257525,0.504123741,0.580594316,0.40464857200000004,0.445474356,0.90486082,0.581752148,0.498068416,0.135731636,0.43963481600000004,0.449664104,0.92232842,0.522337751,0.41642827600000004,0.926506376,0.958040949,0.427436572,0.929248162
cg02116437,0.621307779,0.9196144070000001,0.712245432,0.24944647,0.9030789090000001,0.12091240199999999,0.072494849,0.639171741,0.571113725,0.938539523,0.569300041,0.100770504,0.152719834,0.11121750300000001,0.456648548,0.52478731,0.11098709,0.5136663920000001,0.582347258,0.540485006,0.5364402739999999,0.86213963,0.167315673,0.8948441979999999,0.61848631,0.243263308,0.072168468,0.63385953,0.068205868,0.643367738,0.6168373429999999,0.7008166570000001,0.509551677,0.140045794,0.456872029,0.138032197,0.078391431,0.924268275,0.635050671,0.613887365,0.610856033,0.114359887,0.679739847,0.709374284,0.7139334359999999,0.930931892,0.93214983,0.943164296,0.8555334929999999,0.067605564,0.077400231,0.531310208,0.08730862800000001,0.614083701,0.7890262509999999,0.820147472,0.933425394,0.60293205,0.066731203,0.540350012,0.624007482,0.147043734,0.581975906,0.43836340799999995,0.498025723,0.471179898,0.496719485,0.6269019370000001,0.9311828659999999,0.713690822,0.14230163
cg02130583,0.036094246,0.930177085,0.879766785,0.04427342,0.44390257200000005,0.759323315,0.746591753,0.430711303,0.453203201,0.434933885,0.050059695,0.506998006,0.893123242,0.791144848,0.101621525,0.9048024109999999,0.940505465,0.8548692729999999,0.8995041290000001,0.06329143400000001,0.45161230399999996,0.45526792200000005,0.506135957,0.030017752999999998,0.49135600100000004,0.581311826,0.497430085,0.903730569,0.888711994,0.849646665,0.496999721,0.647282459,0.833349481,0.825297352,0.049841325,0.7919980120000001,0.803436503,0.500985288,0.038178923999999996,0.040653533,0.840179872,0.8310620209999999,0.866647293,0.829329213,0.065550169,0.83698544,0.907048868,0.039001857,0.913131063,0.034339258,0.04405368900000001,0.534688553,0.847783712,0.40785579,0.071716801,0.885876423,0.729385287,0.574172746,0.064853053,0.9047399770000001,0.038978038,0.70524754,0.833228814,0.044221334,0.88638748,0.076022746,0.12021721199999999,0.412089319,0.033508049,0.8770946390000001,0.052453752
cg02139344,0.5439297989999999,0.934598936,0.883204187,0.698212408,0.033382396,0.363280938,0.672136717,0.95098294,0.537078195,0.039782092000000005,0.642481092,0.49671212200000003,0.944211252,0.564596353,0.678051356,0.12041908,0.045345418,0.758241577,0.672667908,0.847146842,0.647604223,0.914016725,0.9331135740000001,0.027309975,0.042391455999999994,0.9420634390000001,0.5096927960000001,0.625426926,0.045426448,0.06512832,0.059562066,0.549328444,0.47008584700000006,0.896169634,0.795009799,0.63042797,0.520791649,0.9458451170000001,0.031875196,0.894287972,0.959597448,0.280234402,0.9380655990000001,0.051431053,0.544626935,0.656482354,0.618226906,0.025435492999999997,0.832217676,0.552116658,0.572618972,0.865581667,0.201704522,0.407235597,0.8541762279999999,0.912385297,0.935913507,0.047593482,0.027136962,0.653488203,0.6022684429999999,0.6217518,0.578135608,0.49216445600000003,0.92146703,0.940739305,0.565253978,0.11321123699999999,0.926353997,0.77627022,0.106766345
cg02150809,0.064666364,0.929778742,0.138648084,0.24257630300000002,0.517272705,0.33750426,0.036461093,0.05144035,0.284042948,0.927656716,0.530593994,0.528180063,0.022306469,0.522938234,0.635003436,0.06831888900000001,0.568455377,0.159444851,0.618078951,0.490209721,0.584462719,0.521666387,0.584524465,0.904301857,0.343437705,0.07950371,0.934577034,0.38882392,0.551169259,0.623208275,0.912240467,0.5681643670000001,0.66986283,0.831525831,0.225033437,0.568315181,0.509724129,0.420579775,0.153523175,0.040547171,0.22585372199999998,0.347944601,0.122267961,0.26087631699999997,0.710511868,0.08958094300000001,0.93000496,0.904524019,0.777853476,0.085578621,0.677688765,0.655378284,0.74019991,0.912629679,0.465434743,0.791896943,0.077535224,0.058255707000000004,0.626375448,0.56089414,0.8001465040000001,0.38896570799999997,0.527559388,0.32255004600000003,0.554402733,0.48892094,0.155443605,0.832063345,0.59601719,0.371579354,0.456498086
cg02156723,0.054240364000000006,0.486928509,0.47365478299999997,0.924532204,0.934912675,0.058217073,0.9067209629999999,0.901605436,0.8875884140000001,0.502744407,0.931547468,0.8833644140000001,0.923908359,0.759700835,0.555093074,0.495148411,0.949572491,0.527689308,0.047900951,0.024256898,0.451682705,0.25897544899999997,0.9050316820000001,0.507707233,0.488349086,0.451764254,0.478381671,0.489075666,0.932693478,0.542238003,0.39408686600000004,0.292445117,0.869357755,0.44141,0.46682146799999996,0.517664052,0.9262625259999999,0.48116798200000005,0.055092057,0.928734136,0.5639797120000001,0.57103057,0.480391299,0.072310599,0.030939498,0.214656557,0.597732116,0.932489757,0.454732439,0.91760976,0.482086189,0.889764643,0.9180777920000001,0.462089274,0.018784619,0.22614541800000001,0.43970994,0.533858646,0.529480046,0.931366033,0.928322164,0.537477736,0.9448346740000001,0.936851885,0.942167306,0.944608837,0.724562163,0.158661726,0.529766324,0.09068279300000001,0.512679065
