,UAGB11,UAGM13,UAGW14,UAGW15,UAHB16,UAHB17,UAHB18,UAHB20,UHL13,UHL14,UH15,UH16,UT19,UT21,UTL22,UTL23,UF11,UF13,UF14,UF15,UQ25,UQ22,UQ23,UQ24,UR1,UR3,UR4,UR28,US16,US17,US20,US29
cg05176556,0.09873966,0.480419076,0.305989435,0.595162152,0.312885403,0.5394274929999999,0.146507331,0.061159649,0.64828215,0.461248276,0.073648503,0.212214336,0.848105762,0.644755444,0.499602699,0.435129106,0.465165072,0.536322279,0.058074606,0.874382612,0.589107781,0.042545239000000006,0.512645974,0.422912833,0.193939797,0.495340841,0.433038107,0.523989822,0.52666312,0.53867565,0.327169883,0.040242952
cg05192901,0.390713954,0.484487324,0.524392183,0.06198334,0.949505802,0.537258331,0.077618275,0.913017544,0.480330482,0.080962219,0.824569718,0.695263362,0.487835029,0.791202121,0.456135928,0.246514168,0.575998692,0.040534689,0.553076888,0.193078865,0.237522214,0.831078658,0.4517721,0.522522306,0.58839878,0.5462024670000001,0.073016234,0.06905620700000001,0.5261458170000001,0.668060137,0.607925345,0.710998305
cg05218559,0.72981318,0.7065973040000001,0.826379223,0.6832511809999999,0.624291048,0.217215847,0.457269163,0.7624304690000001,0.612076237,0.701761085,0.590026859,0.488764736,0.6178953779999999,0.564989693,0.145630925,0.6879309459999999,0.912870853,0.573043337,0.113025451,0.920331868,0.821467782,0.621711114,0.58338622,0.107887011,0.3976635220000001,0.047813518,0.622682043,0.55438339,0.5896363720000001,0.063816946,0.532301516,0.5350889670000001
cg05229171,0.89267945,0.239291804,0.364825674,0.045579978,0.71583024,0.76423929,0.50192956,0.246867579,0.598767187,0.723930117,0.568160993,0.5141114520000001,0.331554573,0.049970245,0.339290344,0.438939952,0.913409826,0.317020708,0.827666876,0.8718185279999999,0.433290205,0.039572,0.110447138,0.120854952,0.874955258,0.351612796,0.555178638,0.7073456779999999,0.478335194,0.441395312,0.4874917070000001,0.054480907
cg05245591,0.494968315,0.796542612,0.107256116,0.427301339,0.374893903,0.040656784,0.295507502,0.472777115,0.5080740229999999,0.602725182,0.665922847,0.7117293309999999,0.891527271,0.435784037,0.096406556,0.552095519,0.782709262,0.407058194,0.101688268,0.034033811000000004,0.437638819,0.782293096,0.314239468,0.7608641759999999,0.418282847,0.635312986,0.046644234000000014,0.047710827,0.047746454,0.072590705,0.8345691120000001,0.357137689
cg05329976,0.077541524,0.470932263,0.288194604,0.474001191,0.903342252,0.903870482,0.274172915,0.498620703,0.162271038,0.8766171229999999,0.675154162,0.797906241,0.422217824,0.8289802190000001,0.8574277140000001,0.540233862,0.870848333,0.6296605479999999,0.061987018,0.499758925,0.251504142,0.911925497,0.550043759,0.6937906290000001,0.52367924,0.7354696829999999,0.88029935,0.53849623,0.09080912,0.711629465,0.136050602,0.879752898
cg05331734,0.188925319,0.408918575,0.054956306,0.108049087,0.221362861,0.600373015,0.614227828,0.343048325,0.440304293,0.562758316,0.37696036,0.502544994,0.3523707170000001,0.761672305,0.370027563,0.2289022,0.41127945,0.165150265,0.15780546,0.670603772,0.617558675,0.830439294,0.481899147,0.6567215479999999,0.877328491,0.059079965,0.468908127,0.097762714,0.495338508,0.151459278,0.683537428,0.472885686
cg05338961,0.529575995,0.526687334,0.649356568,0.422605856,0.70261378,0.92729527,0.937132789,0.675918777,0.5899824810000001,0.909624969,0.066037465,0.610166836,0.48850777,0.06731029200000001,0.548282845,0.7177848440000001,0.596861082,0.553958807,0.043780642,0.62974882,0.535192099,0.898304088,0.054731429000000005,0.871421698,0.854312657,0.043794945,0.5157607989999999,0.499165852,0.652728975,0.625632757,0.059048362,0.177289575
cg05352282,0.920761438,0.034404997,0.26437378,0.040263244,0.952771733,0.662588124,0.333617591,0.052008976,0.622660561,0.8957322640000001,0.723858571,0.568215239,0.545705058,0.551296052,0.85593809,0.046428339000000006,0.522080596,0.498649699,0.593034971,0.8692131240000001,0.563876854,0.949798375,0.539849545,0.146917691,0.571074993,0.369848797,0.888713175,0.4985911,0.6917310879999999,0.227198891,0.618371086,0.5149798520000001
cg05354329,0.093749517,0.608536553,0.347780505,0.937399616,0.0505599,0.9226126,0.317106829,0.685768721,0.8900528790000001,0.8653507690000001,0.822930673,0.46405602,0.051054061,0.603484705,0.917630027,0.70746476,0.900183427,0.54973211,0.50122682,0.581722914,0.8892379559999999,0.508168784,0.950394664,0.28335058,0.5002336479999999,0.756060873,0.559352536,0.562279536,0.053105528,0.544004714,0.931194091,0.441245066
cg05356973,0.131492158,0.469285467,0.022450935,0.029723581,0.16640261,0.45078562,0.781106782,0.025108588,0.87955223,0.846009895,0.7712520890000001,0.500097299,0.909794761,0.409673392,0.479225512,0.634820103,0.350625144,0.44194669,0.4056316170000001,0.525831105,0.11142187,0.13970796,0.483151935,0.11081128,0.8610292209999999,0.03368623,0.427029861,0.460491905,0.490222601,0.503839436,0.191845996,0.713117027
cg05365532,0.6132519989999999,0.84759667,0.514464671,0.881549054,0.8084927829999999,0.912416334,0.29044103,0.206879468,0.09917102,0.429731512,0.4217287870000001,0.157467474,0.8868573740000001,0.459405449,0.462153775,0.381510881,0.023831455,0.505168958,0.407413124,0.034298468,0.5297383689999999,0.053606882,0.497277068,0.447388504,0.606284884,0.03068306,0.498360539,0.05308773,0.198276232,0.413649091,0.041318156,0.436483938
cg05365685,0.033128635,0.635495932,0.370976352,0.507962339,0.541484437,0.527976755,0.938088866,0.950179807,0.21939676,0.689668652,0.316168428,0.601370902,0.494363729,0.5636288110000001,0.308158898,0.717828446,0.204958529,0.13723829,0.552370471,0.323006523,0.246916302,0.248745751,0.5248680170000001,0.540789891,0.928114595,0.513241155,0.933913586,0.939772099,0.5389864670000001,0.863627052,0.558209595,0.044321246
cg05387232,0.678059168,0.22611264600000006,0.5682206470000001,0.545277926,0.929949848,0.06547009200000001,0.127934841,0.898810555,0.264645208,0.528101237,0.593320058,0.558875801,0.205548494,0.268449739,0.563794795,0.463874107,0.32610769,0.03233459,0.055055335,0.66498304,0.037985301,0.063752532,0.72589087,0.054766429000000005,0.77855599,0.7106466579999999,0.935207678,0.044375093,0.920666666,0.685428795,0.784420514,0.261398127
cg05427913,0.258138296,0.493358565,0.597913114,0.911302263,0.297112528,0.729849978,0.243306913,0.052053406,0.791026063,0.458038985,0.739141369,0.818749678,0.405152629,0.5486266479999999,0.472293515,0.644225713,0.796446111,0.093724514,0.475395689,0.505040705,0.849309455,0.486773215,0.466028847,0.740574918,0.418439335,0.056809964,0.381632933,0.8434142579999999,0.7988654709999999,0.655995903,0.342084729,0.501694491
cg05465134,0.054767534000000014,0.666191364,0.280203148,0.041266913,0.49978048,0.466436933,0.038516758,0.153058168,0.774340024,0.675828975,0.739757283,0.157679331,0.508097106,0.714268085,0.572712114,0.748404843,0.515190458,0.410602447,0.07227223299999999,0.365793565,0.407204064,0.234838632,0.032035304,0.503811074,0.305734085,0.11196956,0.8904237540000001,0.395861199,0.769839979,0.460913915,0.415405783,0.703459115
cg05484862,0.545323919,0.5094937979999999,0.533177702,0.446291501,0.202874203,0.472316268,0.391266606,0.045817209000000005,0.919642279,0.476873872,0.477197698,0.515709764,0.096709426,0.195377307,0.828437579,0.534607866,0.121725262,0.88874568,0.07522899200000001,0.508445909,0.154390684,0.067417691,0.315770258,0.181510693,0.55947659,0.942630482,0.5257676929999999,0.442720788,0.918401203,0.060046507,0.50527248,0.086361908
cg05553829,0.108026817,0.438688785,0.584119305,0.55064417,0.040969369,0.800596337,0.40793907,0.905997904,0.5338889689999999,0.569833036,0.8415355840000001,0.481966943,0.48778191,0.902007853,0.272721607,0.510313805,0.921136251,0.5517868260000001,0.915114701,0.920790199,0.907358925,0.476749238,0.496751196,0.821594545,0.04339448,0.472402894,0.8788176670000001,0.456658372,0.080434702,0.206863793,0.456782,0.765859849
cg05580991,0.4754713270000001,0.679774608,0.446618879,0.872214915,0.429292746,0.828073307,0.8850906159999999,0.669606037,0.477581032,0.823155202,0.632155995,0.791414498,0.72851166,0.5805156260000001,0.669003275,0.383238006,0.496057804,0.029320367000000007,0.029115751,0.124178043,0.53011766,0.488522773,0.032139616,0.105246048,0.08505640199999999,0.482340554,0.515812198,0.909715098,0.56268233,0.8808154420000001,0.8867115,0.531662448
cg05581388,0.401777756,0.8528896109999999,0.270913195,0.037997047,0.8820423709999999,0.407958464,0.497460839,0.852071088,0.484926096,0.466795376,0.791524425,0.508564751,0.103594482,0.793237434,0.577755719,0.6294816320000001,0.20460099,0.408226829,0.059291131,0.073339737,0.075160454,0.30918028,0.464805856,0.049602074,0.911386018,0.265499147,0.42876992,0.039355707,0.8720105359999999,0.828230094,0.751808241,0.452140058
cg05651470,0.098836415,0.522780654,0.121092622,0.021566761,0.5662215310000001,0.474046689,0.634291927,0.484347711,0.18817127,0.7628105709999999,0.830221532,0.494328186,0.458030917,0.453853849,0.207752545,0.678281377,0.536914939,0.024131163,0.540177902,0.499611431,0.5123493339999999,0.772118199,0.550542926,0.81751093,0.080482218,0.901980288,0.452779351,0.481898249,0.45168546,0.510348389,0.512129571,0.2047256
cg05698996,0.697457537,0.67185857,0.632029989,0.6027517179999999,0.908230735,0.074066828,0.054942614,0.441311578,0.874584315,0.7964014979999999,0.7943441290000001,0.8097656740000001,0.58800181,0.690315847,0.30056089,0.80860449,0.486520742,0.217796862,0.187641989,0.534389753,0.420429175,0.8849427209999999,0.526668868,0.06369421,0.843809296,0.047622542,0.916574991,0.564456863,0.5561597229999999,0.870186976,0.810640606,0.740181704
cg05744064,0.459661276,0.6390736929999999,0.42762755,0.02064811,0.6921710809999999,0.520968596,0.53378956,0.817479464,0.1497552,0.150385146,0.293549399,0.501210277,0.17924083300000002,0.897118167,0.322503525,0.815383472,0.6004146779999999,0.839761718,0.567306258,0.576686035,0.405565901,0.206486548,0.851649502,0.6010329289999999,0.4888723820000001,0.439396924,0.592741915,0.089540661,0.439383064,0.3946728370000001,0.511112766,0.782575791
cg05791813,0.098142312,0.5136301329999999,0.274532991,0.052213939,0.25617241,0.772073227,0.572445147,0.499836705,0.511881813,0.8891853340000001,0.685597492,0.7186657340000001,0.894761988,0.409249916,0.372058804,0.296411913,0.505042164,0.530938727,0.442445362,0.032864008,0.690802515,0.071989991,0.650345951,0.6498228229999999,0.632913731,0.211772948,0.47820917,0.437170279,0.464277924,0.219092509,0.363347701,0.098771727
cg05814654,0.480639707,0.8835024429999999,0.237956369,0.028160129,0.214997395,0.06157617,0.349158332,0.916378044,0.790779736,0.463721864,0.40210264,0.515750432,0.605245865,0.4413005,0.7808120059999999,0.568108837,0.578832735,0.442504805,0.031700273,0.905639745,0.220105623,0.8712375379999999,0.524400946,0.560405568,0.027257624,0.466596509,0.467148095,0.860161755,0.035581683,0.190428928,0.878543293,0.8458773490000001
cg05815818,0.559443406,0.126658918,0.688430091,0.611303564,0.933050699,0.927955059,0.03534348,0.419399336,0.583921633,0.722618869,0.885725578,0.8481590370000001,0.89067951,0.906245934,0.7757184659999999,0.874621195,0.056094926,0.030426924,0.63895627,0.040539041,0.63361939,0.287981844,0.539337886,0.88577125,0.064382185,0.036837756,0.926337172,0.933917289,0.645532392,0.0512433,0.940096431,0.508763472
cg05846977,0.201458499,0.291797665,0.8390575029999999,0.873452784,0.49362552,0.7677514409999999,0.392128976,0.268035184,0.518077253,0.156058514,0.605767719,0.86107523,0.907080731,0.432417947,0.206164004,0.753417353,0.653399567,0.4976520370000001,0.8344725279999999,0.455732577,0.6493489139999999,0.644377779,0.483918387,0.466424676,0.552665555,0.603153798,0.595135222,0.700155722,0.08909742300000001,0.468678319,0.355255847,0.735061029
cg05894480,0.830236877,0.06514312900000001,0.673284329,0.027712776,0.812498752,0.4916862520000001,0.213546638,0.525019159,0.487010545,0.454674711,0.356516988,0.265937002,0.7818457879999999,0.053249952,0.218896405,0.666138474,0.204383898,0.53655504,0.93617949,0.418602745,0.565421779,0.522120364,0.911028819,0.131608649,0.948676798,0.928452043,0.303431398,0.440727405,0.57073588,0.280153207,0.825474323,0.727695538
cg05922070,0.475600196,0.057022512,0.101597985,0.482616847,0.63177276,0.81920742,0.306700254,0.89994235,0.858323052,0.689799388,0.8407880259999999,0.579206831,0.833712544,0.820224058,0.324570809,0.885363612,0.616464716,0.829560427,0.492277693,0.65969699,0.655373965,0.457257531,0.734756185,0.167614091,0.408130731,0.432651495,0.8305326829999999,0.361862241,0.156842182,0.21097172,0.471361431,0.463835397
cg05996213,0.540976724,0.550544982,0.544954072,0.930313295,0.502904267,0.030381157,0.456831397,0.257348067,0.547314223,0.545119145,0.244742256,0.8763042520000001,0.545634545,0.07160448400000001,0.566577361,0.5640931,0.6500783139999999,0.849734455,0.577268255,0.515292552,0.517707256,0.908218897,0.553624873,0.8931440820000001,0.899748535,0.483223008,0.604816161,0.94024531,0.533959253,0.570595878,0.056010828,0.048916554
cg06045546,0.444435843,0.486955367,0.447138666,0.477772152,0.605468993,0.45367956,0.705158623,0.095017668,0.860923095,0.048065365,0.885435862,0.044442839000000005,0.453213566,0.427514333,0.49337445,0.234530027,0.446348238,0.435557428,0.453637043,0.892203528,0.384106254,0.487469272,0.8556197459999999,0.45132594,0.08770399999999999,0.442066161,0.942581196,0.44708477,0.871441641,0.479680849,0.485177274,0.096643321
cg06086698,0.903883403,0.452528976,0.803883536,0.026541608,0.069322446,0.09750792,0.485349661,0.02232171,0.433535614,0.422266888,0.362943375,0.481621271,0.434323975,0.447955974,0.129590959,0.610550115,0.779283779,0.808566551,0.464038158,0.743916143,0.696189396,0.234764762,0.6321851589999999,0.461852694,0.770957277,0.046041697,0.397496139,0.371974785,0.400393791,0.7984243790000001,0.782403678,0.666513834
cg06155641,0.043971723,0.650768919,0.07933137700000001,0.933279402,0.8984460129999999,0.598324114,0.432391784,0.223039854,0.877195891,0.7108008579999999,0.286367494,0.078319092,0.117721437,0.06449244400000001,0.525000719,0.429346488,0.904659895,0.5012059289999999,0.6049902079999999,0.6780179059999999,0.02714872,0.074761591,0.539925165,0.4680669870000001,0.601110592,0.731104662,0.572859737,0.5324610120000001,0.585974233,0.606618482,0.803850582,0.14161811800000002
cg06200710,0.066101144,0.450627726,0.03464812,0.433319401,0.8227104679999999,0.833207466,0.828364815,0.07886763200000001,0.090584565,0.902487947,0.439598086,0.454007311,0.464522477,0.07977896400000001,0.430753646,0.256858652,0.8511041509999999,0.44021373,0.030273591,0.8768260859999999,0.446994503,0.84676366,0.724061937,0.419303002,0.850510891,0.400313116,0.39152794,0.416272477,0.7520582370000001,0.378576599,0.447136786,0.79979336
cg06246668,0.92093085,0.399281909,0.402978431,0.412648471,0.47503161,0.412445029,0.028140292,0.016766173,0.8383920090000001,0.272897112,0.218922739,0.83908892,0.860915966,0.414599962,0.445871444,0.437191768,0.625926117,0.30233060300000003,0.432044586,0.529904025,0.361400121,0.857556943,0.016090737,0.520734106,0.020993578,0.205264433,0.043769695,0.661719215,0.02028684,0.4870486020000001,0.017263992,0.680568962
cg06291798,0.923199466,0.940394343,0.938552158,0.642389537,0.097019499,0.436161544,0.150011982,0.5503905960000001,0.606687524,0.130242615,0.636200013,0.841732776,0.57871212,0.287929078,0.902265372,0.724506567,0.185293348,0.598839854,0.052920683,0.452741043,0.131519946,0.044220075,0.066911654,0.122939179,0.041424324,0.079957714,0.456471993,0.083834122,0.535900235,0.100001408,0.151105567,0.542837204
cg06317933,0.138944521,0.605104912,0.8221765609999999,0.045998064000000005,0.177454946,0.168988198,0.17651596600000002,0.105853939,0.76603589,0.8197496609999999,0.838859517,0.629620184,0.097167446,0.376814793,0.6554864779999999,0.800963544,0.150370555,0.47337494,0.540631167,0.252077423,0.032106752,0.384426939,0.034895689,0.217465161,0.646795891,0.569822656,0.279621845,0.493130723,0.887720877,0.8715122470000001,0.060659235,0.095730269
cg06367655,0.06262938700000001,0.598126087,0.490562145,0.04765752,0.6730975309999999,0.76699268,0.477091124,0.048920325999999986,0.869791689,0.795800348,0.73259793,0.7811161740000001,0.484442597,0.644353032,0.474632032,0.638884474,0.569403505,0.52225835,0.512545934,0.927590454,0.484759281,0.8984205820000001,0.431986799,0.8484639279999999,0.505253001,0.256238937,0.274725617,0.829098474,0.048141936,0.360514125,0.8165332190000001,0.454254453
cg06382254,0.618885323,0.492121135,0.716751195,0.063640473,0.750837552,0.245500862,0.402289353,0.551909278,0.492435876,0.80384454,0.531750851,0.532591096,0.88086019,0.301589178,0.422461181,0.7437836790000001,0.077096864,0.110156455,0.064618004,0.530274878,0.350909414,0.556613809,0.552781503,0.748085002,0.906985267,0.499079246,0.482776813,0.455832213,0.523525369,0.912725716,0.540151362,0.8807173359999999
cg06426999,0.118362147,0.056124658,0.061450778,0.923865248,0.670876712,0.643763457,0.669041503,0.657969997,0.567873875,0.258234725,0.051711652,0.454870561,0.8994456409999999,0.600091716,0.541530768,0.057188028,0.052020449,0.899467391,0.052669818,0.902578782,0.53303833,0.79545547,0.587415158,0.583636072,0.068106945,0.8824985940000001,0.053019823,0.232575922,0.092506937,0.85068257,0.045207108,0.037284655
cg06465946,0.510099829,0.948195053,0.610772154,0.024375045,0.961098663,0.532782267,0.38666421,0.546238697,0.046992894,0.037417838,0.047565793,0.122040646,0.924330212,0.043108638,0.937464554,0.444957485,0.037800777,0.574005568,0.043972847,0.624797781,0.098097127,0.076761516,0.039874176,0.192435783,0.7134541209999999,0.034092135,0.512235981,0.943862493,0.53864956,0.956167102,0.622212519,0.579050795
cg06496641,0.180001369,0.389586263,0.306199974,0.463039331,0.556184508,0.8947591429999999,0.485506869,0.250028065,0.42047321,0.366195492,0.144424685,0.721213552,0.863995032,0.147758526,0.490303044,0.866955155,0.523517765,0.458656534,0.456897531,0.749869351,0.899510457,0.8979942040000001,0.518232679,0.289683247,0.163871517,0.91830561,0.389572213,0.477355197,0.050710652,0.425383601,0.8095245679999999,0.084967476
cg06537391,0.491687842,0.949678333,0.059749703,0.644675554,0.866452626,0.247354088,0.398563756,0.027671843,0.056551473,0.111148736,0.687375072,0.145641851,0.493096035,0.649113387,0.111020166,0.511504004,0.934139238,0.944488237,0.323893193,0.663198495,0.511328336,0.930148163,0.05676486,0.3688717,0.938497192,0.3631045470000001,0.483127697,0.929001356,0.485253982,0.040025096,0.6307783229999999,0.661788144
cg06549686,0.525468886,0.170895296,0.285606447,0.036850743,0.93417699,0.041275467,0.031279601000000004,0.039899526,0.815897544,0.427130716,0.441737459,0.431007081,0.896640867,0.475067132,0.507892653,0.510595641,0.850304046,0.46172393,0.06215566700000001,0.5525793379999999,0.07264916,0.479489441,0.503340991,0.511916639,0.753419882,0.220321753,0.859123475,0.82594016,0.437926874,0.477124113,0.597787321,0.7664939709999999
cg06613765,0.922223246,0.8848108379999999,0.401227915,0.042769952,0.051658718,0.034809887000000005,0.342908024,0.5877182870000001,0.529555235,0.783472925,0.5375915139999999,0.68023906,0.561779919,0.08905665199999999,0.071178593,0.720955206,0.53165459,0.721630487,0.035726188,0.572486478,0.790160007,0.407530615,0.026015599,0.285533562,0.345157263,0.031031283,0.65117408,0.8593546320000001,0.598710373,0.861940851,0.567168269,0.904023924
cg06643466,0.461618576,0.411890534,0.757693678,0.94618159,0.436179038,0.468212854,0.768954715,0.730109923,0.489580151,0.935192478,0.476604935,0.7793796820000001,0.421781091,0.501585654,0.54829727,0.365201954,0.134995213,0.902925658,0.510364232,0.339914812,0.35516554100000003,0.512774776,0.046842454000000006,0.459982747,0.955810331,0.336499925,0.7826266829999999,0.916646759,0.541313256,0.518841449,0.876788122,0.251801001
cg06643895,0.416170563,0.903013595,0.6191970379999999,0.033671943,0.894418238,0.60948306,0.397688316,0.502113369,0.582149327,0.8419066009999999,0.627122156,0.792264341,0.901770005,0.895006,0.581866451,0.635795485,0.552047402,0.497730634,0.26349559100000003,0.543902005,0.505275685,0.76551776,0.866163792,0.103978069,0.5379176410000001,0.035383094,0.237001764,0.884625491,0.419922546,0.4162513370000001,0.909452869,0.634345161
cg06650386,0.076439114,0.494907079,0.206415088,0.473132134,0.47922035,0.920627618,0.44713745,0.50852201,0.47197839,0.78230464,0.065468773,0.891512037,0.926440941,0.154798312,0.5356238289999999,0.35122448700000003,0.424277618,0.901795753,0.481268524,0.362249388,0.102095574,0.854310765,0.460971259,0.175198749,0.819335888,0.455721637,0.022860365,0.4582866370000001,0.53374724,0.451094206,0.417054604,0.198753414
cg06653278,0.419251344,0.500962463,0.43598624,0.368463717,0.874492375,0.33485755100000003,0.468780774,0.198477914,0.883814585,0.56183732,0.5603338379999999,0.887582298,0.591877532,0.502318184,0.234844936,0.8989171,0.550475609,0.066426312,0.102601049,0.252465873,0.364808,0.234913967,0.8025851820000001,0.4126700170000001,0.637252347,0.601278754,0.872470574,0.069673083,0.7763323209999999,0.223944917,0.48090919,0.837808827
cg06671521,0.525455515,0.451613373,0.8896998420000001,0.932260836,0.622378973,0.546682012,0.494276729,0.464086475,0.873374248,0.110883944,0.470676601,0.428974924,0.116158042,0.085719053,0.796862834,0.491462003,0.246512041,0.6250639410000001,0.407737436,0.204656633,0.425889935,0.923830006,0.459001555,0.471483324,0.8635850979999999,0.795985877,0.408840719,0.660651075,0.063713585,0.251467942,0.5494480660000001,0.191968537
cg06672630,0.072387116,0.035403684,0.028680219,0.431054778,0.35324312,0.422238325,0.373620986,0.05317343,0.646964813,0.414179795,0.101531204,0.481723592,0.503634908,0.594622181,0.8757975379999999,0.354340128,0.387099465,0.418850062,0.82555065,0.8707824340000001,0.510927893,0.466710444,0.869115815,0.422065789,0.8686859370000001,0.033215847,0.909752716,0.050762484,0.887142937,0.270855933,0.8018405759999999,0.071981479
cg06760467,0.194999218,0.833704618,0.495053734,0.037717708,0.597290811,0.55786647,0.656326906,0.959574264,0.52216289,0.891963315,0.8470174090000001,0.835130887,0.922425619,0.6880348709999999,0.662047098,0.755410007,0.337901891,0.514435503,0.493523865,0.543189602,0.486304335,0.73339569,0.475194309,0.355423086,0.788394357,0.065887502,0.7221786990000001,0.460857289,0.092297575,0.7278824420000001,0.408895779,0.8273853059999999
cg06770591,0.076509563,0.532950457,0.039257302,0.031453833,0.911503498,0.4130986720000001,0.241637514,0.089466793,0.808863342,0.539787615,0.848963583,0.788623167,0.8888425040000001,0.271370513,0.622422949,0.7523056690000001,0.8754141940000001,0.516223671,0.033846623,0.388139812,0.170319657,0.490735685,0.461111601,0.518059202,0.512490982,0.035918891,0.54303017,0.050894466,0.07337895400000001,0.044434892,0.442943488,0.232414553
cg06776333,0.671920472,0.5739271020000001,0.609919534,0.568844964,0.6369586070000001,0.645072534,0.409000578,0.817777118,0.930932736,0.105453454,0.588297407,0.910898741,0.132592551,0.908146936,0.349764185,0.7100742840000001,0.5199100529999999,0.490063908,0.542194968,0.04385631,0.453995309,0.17779518600000002,0.493315615,0.905887418,0.942077144,0.515449158,0.940389419,0.511073507,0.931269211,0.531552506,0.077268591,0.458939253
cg06821703,0.89823195,0.499048476,0.063829642,0.051111103,0.465454905,0.07992583,0.235853091,0.02943645,0.871900083,0.768516622,0.425013496,0.782955581,0.642388692,0.344516827,0.307764683,0.609378548,0.83633735,0.116717629,0.483389678,0.048455169000000006,0.407817599,0.813748131,0.83100119,0.822596241,0.74636455,0.398782797,0.949455876,0.031585618,0.767283077,0.382738432,0.475555704,0.490330309
cg06871999,0.6487493639999999,0.08602458199999999,0.276309419,0.7559005679999999,0.17002842699999998,0.216595284,0.12961612,0.6877034670000001,0.813069721,0.462156081,0.23519408100000005,0.620637836,0.890478408,0.400933743,0.579761189,0.7619512270000001,0.519420759,0.20221222,0.584520654,0.651235665,0.285890486,0.5220199839999999,0.7278517179999999,0.665677306,0.8311083490000001,0.225371185,0.636392725,0.905199667,0.8453976790000001,0.664314226,0.210569048,0.551247732
cg06879719,0.575070137,0.929358073,0.06344847599999999,0.049963159000000014,0.497288368,0.5084718429999999,0.041913167,0.065256563,0.506791729,0.55049634,0.5751068420000001,0.628713648,0.537348729,0.413029421,0.070611254,0.653169098,0.927096373,0.927423616,0.206503821,0.691968679,0.036629117,0.930927811,0.892842589,0.555141338,0.390587609,0.303000509,0.563880851,0.029908849,0.580328665,0.427693614,0.11079575,0.052649833
cg06897031,0.485002594,0.459165643,0.058709859,0.5297153929999999,0.639863009,0.079469665,0.47814834,0.20885328600000005,0.503416281,0.44171211,0.378853866,0.139632339,0.714728525,0.192986793,0.391057828,0.368603666,0.658075498,0.875715026,0.46147109,0.376215806,0.540335853,0.609288965,0.49067258,0.49583984,0.062308583,0.466189013,0.197967824,0.481479598,0.59518826,0.833143383,0.106934784,0.250506008
cg06960461,0.44173444,0.171656228,0.095014858,0.059071997,0.022708794,0.5079209179999999,0.526713675,0.5771121770000001,0.87799571,0.4132572920000001,0.022359638,0.082714335,0.449905181,0.038887242,0.85179574,0.595159005,0.08297149599999999,0.896005229,0.516657626,0.90720036,0.554693086,0.895930103,0.50171006,0.8339876690000001,0.031689112,0.8756268340000001,0.546134704,0.480396995,0.531321767,0.910271087,0.539027124,0.581545002
cg06967995,0.91011784,0.612257166,0.91928208,0.949196546,0.13643337,0.038224994,0.038264185,0.554951978,0.08445481699999999,0.907270283,0.908274239,0.901826757,0.059862747,0.056112775,0.050907348,0.247920645,0.600523842,0.924337485,0.649955635,0.923980809,0.654638147,0.852883875,0.479274854,0.921632263,0.675665356,0.403525484,0.919465912,0.02860235,0.620326189,0.346049003,0.579336918,0.55846336
cg07021913,0.1620834,0.5247204679999999,0.368265681,0.033869009,0.911343805,0.424582121,0.15859136,0.891208532,0.433453949,0.941894004,0.593063442,0.8882064940000001,0.452897794,0.817066159,0.502622138,0.698014502,0.946264545,0.813943387,0.425120226,0.7697052440000001,0.344361228,0.904713648,0.149929757,0.555621876,0.914316791,0.531420961,0.919868507,0.871551015,0.091588431,0.464056704,0.466585978,0.7440639609999999
cg07091758,0.494949952,0.441903447,0.601121485,0.500346049,0.84842612,0.553841689,0.145712251,0.119103877,0.84952121,0.636757329,0.7524140229999999,0.413502016,0.521144933,0.6832367159999999,0.531552194,0.65873099,0.876962033,0.639327073,0.062213757,0.685731056,0.2461727,0.496719237,0.174469509,0.319760561,0.838985834,0.483939851,0.13424956300000002,0.199438583,0.7610335290000001,0.55859366,0.7171167979999999,0.3622293620000001
cg07110487,0.118916285,0.855876619,0.146847858,0.906783681,0.898042789,0.636257406,0.484574319,0.910473578,0.157730546,0.145229467,0.1837989,0.16172299699999998,0.067174207,0.195373374,0.546367274,0.335434843,0.917490967,0.222453835,0.945044313,0.614896956,0.8789183540000001,0.935024137,0.630401804,0.559590104,0.626809789,0.498835955,0.941283189,0.548156319,0.8974762070000001,0.6105746999999999,0.8340730740000001,0.245832773
cg07147846,0.904978419,0.532602675,0.535399282,0.56729015,0.630160332,0.578531128,0.040316898,0.430186213,0.309723271,0.906233393,0.867423552,0.457097238,0.648387975,0.053821135,0.064232522,0.799566351,0.5781363860000001,0.474386878,0.099592656,0.778554434,0.562647487,0.944547527,0.414216919,0.07655692900000001,0.06430493799999999,0.5580481389999999,0.49529389,0.030037707,0.05806282400000001,0.823014774,0.574363995,0.560412561
cg07230865,0.147807839,0.472689008,0.575330977,0.239173396,0.917559449,0.6018459660000001,0.443646823,0.5758658729999999,0.653797195,0.722029947,0.720563695,0.839207343,0.652265759,0.234775867,0.305183632,0.85101969,0.845610183,0.13089688900000002,0.104604039,0.256887229,0.101881794,0.445808096,0.8119336220000001,0.402671972,0.073176922,0.492579995,0.909899658,0.606715655,0.448961071,0.741662617,0.4315061670000001,0.754619002
